medcodeid	term	originalreadcode	cleansedreadcode	snomedctconceptid	observations
12107831000006119	Melanoma in situ of right upper limb	^ESCT1210783		352161000119100	1
173825018	Melanoma in situ of scalp	B8287	B828700	109276009	200
290856018	Melanoma in situ of scalp and neck	B8283	B828300	189324006	100
4162211000006118	Melanoma in situ of shoulder	^ESCTME416221		109292004	3
335843013	Melanoma in situ of skin	B828	B828.00	109266006	6000
11777961000006118	Melanoma in situ of skin structure of scalp and/or neck	^ESCT1177796		189324006	9
173833017	Melanoma in situ of trunk	B8284	B828400	109284008	500
711171000006114	Melanoma in situ of upper limb	B8285	B828500	109290007	800
7961581000006112	Non-mucinous adenocarcinoma in situ	^ESCTNO796158		733883005	1
13938141000006117	Oesophageal adenocarcinoma in situ	^ESCT1393814		838352004	20
13971541000006116	Oesophageal squamous cell carcinoma in situ	^ESCT1397154		871635009	4
314811000006114	Papillary carcinoma in situ	BB21	BB21.00	10376009	2000
4412401000006115	Papillary squamous cell carcinoma in situ	^ESCTPA441240		128647004	1
3636264012	Pleomorphic lobular carcinoma in situ of breast	^ESCT1168909		762260000	1
4007701000006118	PNS - carcinoma in situ of postnasal space	^ESCTPN400770		92664001	1
6568451000006118	pTis: Melanoma in situ (melanoma of the skin)	^ESCTPT656845		396369000	70
5347761000006118	SCC - Squamous cell carcinoma in situ of skin	^ESCTSC534776		254656002	1
5324171000006116	Squamous carcinoma in situ	^ESCTSQ532417		252989001	40
3466821000006112	Squamous cell carcinoma in situ	^ESCTSQ346682		59529006	2000
4756971000006115	Squamous cell carcinoma in situ	^ESCTSQ475697		189565007	1
13971531000006114	Squamous cell carcinoma in situ of oesophagus	^ESCT1397153		871635009	1
5347731000006110	Squamous cell carcinoma in situ of skin	^ESCTSQ534773		254656002	300
6723061000006111	Squamous cell carcinoma in situ of uterine cervix	^ESCTSQ672306		406103009	1
2590251000006117	Squamous cell carcinoma in situ with questionable stromal invasion	^ESCTSQ259025		5688000	9
6333781000006115	Tis: Carcinoma in situ, breast: Intraductal carcinoma, lobular carcinoma in situ, or Paget disease of the nipple with no tumor	^ESCTTI633378		369907000	4
317671000006111	Transitional cell carcinoma in situ	BB42	BB42.00	53530009	6000
3368051000006115	Urothelial carcinoma in situ	^ESCTUR336805		53530009	4
288628010	Malignant neoplasm of cardiac orifice of stomach	B1100	B110000	187733001	9
2309351000000112	Cancer hormonal treatment drugs Band 1	7Q0J0	7Q0J000	897671000000103	3000
317341000006113	[M]Synovial sarcoma, biphasic type	BBN4	BBN4.00	18588008	70
312591000006110	Malignant biphasic mesothelioma	BBP7	BBP7.00	30383009	300
6667081000006114	Malignant melanoma (vertical growth phase)	^ESCTMA666708		402558004	4
2989331000006118	Mesothelioma, biphasic, malignant	^ESCTME298933		30383009	1
2794851000006111	Synovial sarcoma - biphasic	^ESCTSY279485		18588008	10
398366019	Tumour of uterine body affecting obstetric care	L2410	L241000	267220001	30
83441000006113	Tumour of uterine body complicating antenatal care, baby not yet delivered	L2413	L241300	267223004	20
83431000006115	Tumour of uterine body complicating postpartum care - baby delivered during previous episode of care	L2414	L241400	267224005	2
8078541000006118	Under care of cancer primary healthcare multidisciplinary team	^ESCTUN807854		247141000000103	2000
1562151000006111	Under the care of cancer primary healthcare multidisciplinary team	9Nh1	9Nh1.00	247141000000103	10000
4309491000006112	Hodgkin's sarcoma (clinical)	^ESCTHO430949		118606001	2
292136014	Kaposi's sarcoma (clinical)	Byu5B	Byu5B00	109385007	100
289820010	Malignant lymphoma (clinical)	B62x	B62x.00	118600007	9000
4309891000006114	Malignant mast cell tumour (clinical)	^ESCTMA430989		118615008	20
403762019	Mesothelioma (malignant, clinical disorder)	Byu50	Byu5000	109378008	600
4163081000006112	Primary malignant neoplasm of unspecified site (clinical)	^ESCTPR416308		109356001	10
12020261000006111	MiT family translocation renal cell carcinoma	^ESCT1202026		764694005	2
1755801000006118	[M]Grade 1 (Stage pTa) papillary urothelial/transitional cell carcinoma	BB4B	BB4B.00	754351000000100	500
1755811000006115	[M]Grade 2 (Stage pTa) papillary urothelial/transitional cell carcinoma	BB4C	BB4C.00	754361000000102	900
1755821000006111	[M]Grade 3 (Stage pTa) papillary urothelial/transitional cell carcinoma	BB4D	BB4D.00	754371000000109	800
1884191000006113	Cervical smear - high grade dyskaryosis with features of invasive squamous carcinoma	4K2M	4K2M.00	887521000000104	500
7580291000006114	Chondrosarcoma, grade 2	^ESCTCH758029		703699000	3
3647371000006113	Endometrial stromal sarcoma, high grade	^ESCTEN364737		70555003	8
4413981000006111	Endometrial stromal sarcoma, low grade	^ESCTEN441398		128726006	1
844951000006111	Gleason grade finding for prostatic cancer	4M0	4M0..00	385377005	20000
8232021000006114	Grade 1 (Stage pTa) papillary urothelial/transitional cell carcinoma	^ESCTGR823202		754351000000100	200
8232041000006119	Grade 2 (Stage pTa) papillary urothelial/transitional cell carcinoma	^ESCTGR823204		754361000000102	500
8232061000006115	Grade 3 (Stage pTa) papillary urothelial/transitional cell carcinoma	^ESCTGR823206		754371000000109	300
13670811000006114	Grade 4 malignant glioma of brain	^ESCT1367081		90831000119105	200
7354511000006115	Grade III squamous intraepithelial neoplasia with microinvasive squamous cell carcinoma	^ESCTGR735451		448406002	1
7521071000006117	High grade endometrial stromal sarcoma	^ESCTHI752107		699358009	20
7577981000006114	High grade serous carcinoma	^ESCTHI757798		703563003	60
13527161000006111	High-grade neuroendocrine carcinoma of corpus uteri	^ESCT1352716		773774000	1
13935271000006114	High-grade urothelial carcinoma found on urine cytology	^ESCT1393527		836304000	1
7521061000006112	Low grade endometrial stromal sarcoma	^ESCTLO752106		699357004	40
13670801000006111	Low grade malignant glioma of brain	^ESCT1367080		90811000119100	100
7577961000006116	Low grade serous carcinoma	^ESCTLO757796		703561001	2
6692391000006111	Low-grade fibromyxoid sarcoma	^ESCTLO669239		404088004	50
13969261000006111	Low-grade non-invasive papillary urothelial carcinoma	^ESCT1396926		870763009	3
12218551000006113	Neuroendocrine tumour grade 1	^ESCT1221855		127572005	6
12218571000006115	Neuroendocrine tumour grade 2	^ESCT1221857		127573000	1
4413341000006116	Polymorphous low grade adenocarcinoma	^ESCTPO441334		128702009	10
7000641000006118	Polymorphous low grade adenocarcinoma of salivary gland	^ESCTPO700064		423038006	20
7835271000006111	Primary high grade serous adenocarcinoma of ovary	^ESCTPR783527		722685004	300
7835261000006116	Primary low grade serous adenocarcinoma of ovary	^ESCTPR783526		722684000	50
7616861000006113	Primary polymorphous low grade adenocarcinoma of oropharynx	^ESCTPR761686		707398003	10
3053331000006111	Undifferentiated high grade pleomorphic sarcoma	^ESCTUN305333		34360000	1
13489781000006110	Cancer End of Treatment Summary Plan	^ESCT1348978		1324891000000103	100
13489771000006112	Cancer EOTS (End of Treatment Summary) Plan	^ESCT1348977		1324891000000103	3000
5347701000006119	Plantar verrucous carcinoma	^ESCTPL534770		254655003	1
1221209015	[M] Hepatocellular carcinoma, fibrolamellar	BB5D8	BB5D800	15619004	300
1216826019	[M] Klatskin's tumour	BB5y2	BB5y200	6492006	500
1230882017	[M] Merkel cell carcinoma	BB5RA	BB5RA00	5052009	6000
1231544010	[M] Neuroendocrine carcinoma	BB5R9	BB5R900	55937004	20000
1232355013	[M] Pigmented dermatofibrosarcoma protuberans	BBGP	BBGP.00	62621002	200
1216922016	[M] Placental site trophoblastic tumour	BBR6	BBR6.00	75320001	90
316381000006117	[M] Serous cystadenoma, borderline malignancy	BB811	BB81100	128849004	400
304251000006114	[M]Acidophil carcinoma	BB5V3	BB5V300	51217003	1
1221446018	[M]Acral lentiginous melanoma, malignant	BBEG0	BBEG000	16974005	1000
304481000006119	[M]Adamantinoma, malignant	BBZG-1	BBZG.11	88253001	20
304521000006119	[M]Adenocarcinoma in adenomatous polposis coli	BB5N1	BB5N100	57513006	90
1230440012	[M]Adenocarcinoma in multiple adenomatous polyps	BB5L3	BB5L300	47299001	60
1231622010	[M]Adenocarcinoma in tubulovillous adenoma	BB520	BB52000	5658009	700
304621000006115	[M]Adenocarcinoma with apocrine metaplasia	BBB5	BBB5.00	22694002	20
304631000006117	[M]Adenocarcinoma with cartilaginous and osseous metaplasia	BBB3	BBB3.00	56484001	20
304641000006110	[M]Adenocarcinoma with spindle cell metaplasia	BBB4	BBB4.00	68358000	20
304681000006116	[M]Adenocarcinomas	BB5-1	BB5..11	35917007	50000
304711000006115	[M]Adenoid squamous cell carcinoma	BB2G	BB2G.00	85956000	200
304731000006114	[M]Adenoma and adenocarcinoms OS	BB5y	BB5y.00	115215004	500
291470019	[M]Adenoma or adenocarcinoma NOS	BB5z	BB5z.00	115215004	600
304771000006112	[M]Adenoma or or adenocarcinoma in polyposis coli	BB5N-1	BB5N.11	442921000000108	300
291391011	[M]Adenomatous and adenocarcinomatous polyps	BB5L	BB5L.00	437231000000102	400
11906051000006117	[M]Adenomatous and adenocarcinomatous polyps	^ESCT1190605		437231000000102	2
403752014	[M]Adenomatous and adenocarcinomatous polyps of colon	BB5N	BB5N.00	442921000000108	1000
11906061000006115	[M]Adenomatous and adenocarcinomatous polyps of colon	^ESCT1190606		442921000000108	10
291395019	[M]Adenomatous or adenocarcinomatous polyp NOS	BB5Lz	BB5Lz00	408811000000104	60
11906071000006110	[M]Adenomatous or adenocarcinomatous polyp NOS	^ESCT1190607		408811000000104	2
291402014	[M]Adenomatous or adenocarcinomatous polyps of the colon NOS	BB5Nz	BB5Nz00	68496003	600
1227518012	[M]Adenosarcoma	BBLE	BBLE.00	31470003	200
304901000006115	[M]Adenosarcoma	BBL71-1	BBL7111	31470003	300
291461017	[M]Adrenal cortical tumours NOS	BB5hz	BB5hz00	127022002	400
305041000006118	[M]Adrenal rest tumour	BBCF	BBCF.00	54292009	100
305171000006110	[M]Alpha-cell tumour,malignant	BB5B5-1	BB5B511	66515009	1
305181000006113	[M]Alveolar adenocarcinoma	BB5S4	BB5S400	36310008	200
305201000006114	[M]Alveolar cell carcinoma	BB5S2-1	BB5S211	112677002	500
1235321016	[M]Alveolar soft part sarcoma	BBf2	BBf2.00	88195001	400
305271000006115	[M]Ameloblastic odontosarcoma	BBZC	BBZC.00	20380000	30
305331000006114	[M]Androblastoma, malignant	BBC61	BBC6100	12323008	5
305531000006115	[M]Angiomyosarcoma	BBK11	BBK1100	28953002	30
1216721019	[M]Aortic body tumour	BBD5	BBD5.00	53320004	9
305571000006117	[M]Apocrine adenocarcinoma	BB621	BB62100	57141000	100
291482011	[M]Apocrine adenoma and adenocarcinomas	BB62	BB62.00	115215004	50
291483018	[M]Apocrine adenoma or adenocarcinoma NOS	BB62z	BB62z00	408801000000101	7
305651000006111	[M]Arrhenoblastoma, malignant	BBC61-1	BBC6111	12323008	2
305921000006112	[M]Beta-cell tumour, malignant	BB5B3-1	BB5B311	20955008	4
305951000006115	[M]Bile duct cystadenocarcinoma	BB5D3	BB5D300	50422007	200
305971000006113	[M]Biliary tract adenomas and adenocarcinomas	BB5D-1	BB5D.11	126853008	300
291742015	[M]Blood vessel tumours	BBT	BBT..00	115235003	80
306081000006118	[M]Brenner tumour, borderline malignancy	BBM00	BBM0000	89996007	50
306091000006115	[M]Brenner tumour, malignant	BBM01	BBM0100	42194009	20
306131000006118	[M]Bronchiolar carcinoma	BB5S2-2	BB5S212	112677002	2000
1219789016	[M]Bronchiolo-alveolar adenocarcinoma	BB5S2	BB5S200	112677002	2000
306151000006113	[M]Brooke's tumour	BB38-1	BB38.11	59186007	20
306161000006110	[M]Brown fat tumour	BBJD-1	BBJD.11	77027006	10
1216939019	[M]Burkitt's tumour	BBq0	BBq0.00	77381001	10
291981011	[M]Burkitt's tumour NOS	BBqz	BBqz.00	77381001	7
291980012	[M]Burkitt's tumours	BBq	BBq..00	77381001	10
306211000006118	[M]C cell carcinoma	BB9B-1	BB9B.11	32913002	90
306221000006114	[M]Calcifying epithelial odontogenic tumour	BBZP	BBZP.00	83048004	40
1216670013	[M]Carcinoid tumour, argentaffin, malignant	BB5R3	BB5R300	48554007	20
410798015	[M]Carcinoid tumour, argentaffin, NOS	BB5R2	BB5R200	274904007	50
291414018	[M]Carcinoid tumour, malignant	BB5R1	BB5R100	189607006	4000
291419011	[M]Carcinoid tumour, nonargentaffin, malignant	BB5R5	BB5R500	189607006	30
291418015	[M]Carcinoid tumour, nonargentaffin, NOS	BB5R4	BB5R400	189607006	4
291408013	[M]Carcinoid tumours	BB5R	BB5R.00	189607006	20000
291425010	[M]Carcinoid tumours NOS	BB5Rz	BB5Rz00	189607006	800
1221504012	[M]Carcinoma in pleomorphic adenoma	BBLG	BBLG.00	17264009	90
306381000006115	[M]Carcinoma simplex	BB5Q	BB5Q.00	45881000	3
306401000006115	[M]Carcinoma, diffuse type	BB58	BB58.00	24505004	70
1233222010	[M]Carcinomatosis	BB14	BB14.00	7010000	4000
1216343012	[M]Carotid body tumour	BBD6	BBD6.00	30699005	1000
306571000006113	[M]Ceruminous adenocarcinoma	BB6A1	BB6A100	58069009	10
291486014	[M]Ceruminous adenoma and adenocarcinoma	BB6A	BB6A.00	409831000000100	5
291487017	[M]Ceruminous adenoma or adenocarcinoma NOS	BB6Az	BB6Az00	463381000000106	10
306661000006117	[M]Chondroblastic osteosarcoma	BBV2	BBV2.00	76312009	300
306681000006110	[M]Chondroblastoma, malignant	BBW8	BBW8.00	74279005	30
306721000006115	[M]Chondromatous giant cell tumour	BBW7-1	BBW7.11	9001003	30
291782010	[M]Chondrosarcoma NOS	BBW4	BBW4.00	14990007	5000
1230128019	[M]Choriocarcinoma	BBR2	BBR2.00	44769000	300
306821000006110	[M]Choriocarcinoma combined with teratoma	BBR3	BBR3.00	189857001	20
291824019	[M]Choroid plexus papilloma, malignant	BBb6	BBb6.00	88252006	100
306871000006111	[M]Chromaffin tumour	BBD9-2	BBD9.12	85583005	7
291444015	[M]Clear cell adenoma or adenocarcinoma NOS	BB5Xz	BB5Xz00	477571000000100	200
291442016	[M]Clear cell adenomas and adenocarcinomas	BB5X	BB5X.00	426031000000107	400
11906531000006116	[M]Clear cell adenomas and adenocarcinomas	^ESCT1190653		426031000000107	2
291700017	[M]Clear cell sarcoma of tendons and aponeuroses	BBN5	BBN5.00	12622007	70
307071000006118	[M]Cloacogenic carcinoma	BB49	BB49.00	84570003	20
307081000006115	[M]Codman's tumour	BBW7-2	BBW7.12	9001003	2
307091000006117	[M]Colloid adenocarcinoma	BB821-1	BB82111	72495009	200
1231089017	[M]Combined hepatocellular carcinoma and cholangiocarcinoma	BB5D7	BB5D700	52178006	100
291536017	[M]Comedocarcinoma NOS	BB93	BB93.00	722237009	70
307131000006115	[M]Comedocarcinoma, noninfiltrating	BB92	BB92.00	78197004	20
307191000006116	[M]Composite carcinoid	BB5R7	BB5R700	51465000	3
307251000006119	[M]Congenital fibrosarcoma	BBG8-1	BBG8.11	52040006	10
307271000006112	[M]Cribriform carcinoma	BB5K	BB5K.00	30156004	100
307281000006110	[M]Cylindroid adenocarcinoma	BB5J-1	BB5J.11	11671000	3
291493013	[M]Cystadenoma and carcinoma	BB80	BB80.00	408871000000109	200
291496017	[M]Cystadenoma or carcinoma NOS	BB80z	BB80z00	438351000000100	80
11906631000006117	[M]Cystadenoma or carcinoma NOS	^ESCT1190663		438351000000100	1
291695012	[M]Cystosarcoma phyllodes NOS	BBM8	BBM8.00	428367000	200
1232905013	[M]Dedifferentiated liposarcoma	BBJH	BBJH.00	67280001	2000
1231028010	[M]Desmoplastic melanoma, malignant	BBE11	BBE1100	51757004	400
307811000006116	[M]Embryonal liposarcoma	BBJ5-1	BBJ5.11	27849002	1
307831000006110	[M]Embryonal sarcoma	BBLD	BBLD.00	59583009	500
307911000006111	[M]Endometrioid adenofibroma, borderline malignancy	BB5j4	BB5j400	25874003	20
307921000006115	[M]Endometrioid adenofibroma, malignant	BB5j5	BB5j500	18105004	100
291465014	[M]Endometrioid adenoma or carcinoma NOS	BB5jz	BB5jz00	123844007	3000
307951000006112	[M]Endometrioid adenoma, borderline malignancy	BB5j1	BB5j100	75987005	100
291462012	[M]Endometrioid adenomas and carcinomas	BB5j	BB5j.00	123844007	7000
308001000006111	[M]Endothelial bone sarcoma	BBY0-1	BBY0.11	76909002	90
308031000006115	[M]Eosinophil carcinoma	BB5V3-1	BB5V311	51217003	4
308121000006117	[M]Epidermoid carcinoma, keratinising type	BB2C-1	BB2C.11	18048008	40
1235961012	[M]Epithelial-myoepithelial carcinoma	BBB7	BBB7.00	9618003	100
1216731014	[M]Epithelioid haemangioendothelioma, malignant	BBTK	BBTK.00	54124005	500
