medcodeid	desc	snomedctconceptid	coding_system	cancertype	blood_cancertype	ca_of_interest	recurrent_ca	secondary_ca	history_ca	aurum_stage_grade
317011000006112	[M]Stem cell leukaemia	24072005	Aurum	haematological	Leukaemia	1				
317101000006113	[M]Subacute monocytic leukaemia	87163000	Aurum	haematological	Leukaemia	1				
317571000006112	[M]Thrombocytic leukaemia	52220008	Aurum	haematological	Leukaemia	1				
456641000006119	Acute erythraemia and erythroleukaemia	93451002	Aurum	haematological	Leukaemia	1				
554641000006115	Chronic granulocytic leukaemia	92818009	Aurum	haematological	Leukaemia	1				
555131000006118	Chronic lymphoid leukaemia, disease	92814006	Aurum	haematological	Leukaemia	1				
731621000006113	Lymphosarcoma cell leukaemia	188725004	Aurum	haematological	Leukaemia	1				
880821000006114	Lymphoid leukaemia - acute	91857003	Aurum	haematological	Leukaemia	1				
880831000006112	Lymphoid leukaemia - chronic	92814006	Aurum	haematological	Leukaemia	1				
880841000006119	Lymphoid leukaemia - subacute	188726003	Aurum	haematological	Leukaemia	1				
880851000006117	Myeloid leukaemia - acute	91861009	Aurum	haematological	Leukaemia	1				
880861000006115	Myeloid leukaemia - chronic	92818009	Aurum	haematological	Leukaemia	1				
880871000006110	Myeloid leukaemia - subacute	188736006	Aurum	haematological	Leukaemia	1				
880881000006113	Monocytic leukaemia - acute	413441006	Aurum	haematological	Leukaemia	1				
880891000006111	Monocytic leukaemia - chronic	188745007	Aurum	haematological	Leukaemia	1				
880901000006110	Monocytic leukaemia - subacute	188746008	Aurum	haematological	Leukaemia	1				
880911000006113	Leukaemia - specif.cell type	634651000000103	Aurum	haematological	Leukaemia	1				
880921000006117	Leukaemia - specif. cell NOS	662401000000102	Aurum	haematological	Leukaemia	1				
880931000006119	Leukaemia - unspecified cell	662411000000100	Aurum	haematological	Leukaemia	1				
880941000006112	Leukaemia - unspec. cell acute	662421000000106	Aurum	haematological	Leukaemia	1				
880951000006114	Leukaemia -unspec.cell chronic	662431000000108	Aurum	haematological	Leukaemia	1				
880961000006111	Leukaemia-unspec.cell subacute	662441000000104	Aurum	haematological	Leukaemia	1				
880971000006116	Leukaemia - unspec. cell NOS	536101000000106	Aurum	haematological	Leukaemia	1				
907271000006115	[RFC] Leukaemia	907271000006104	Aurum	haematological	Leukaemia	1				
988791000006114	Leukaemia - specif. cell NOS	634651000000103	Aurum	haematological	Leukaemia	1				
1591211000006111	Hairy cell leukaemia	118613001	Aurum	haematological	Leukaemia	1				
1815651000006110	AML - Acute myeloblastic leukaemia	91861009	Aurum	haematological	Leukaemia	1				
1870401000006113	Juvenile myelomonocytic leukaemia	128832006	Aurum	haematological	Leukaemia	1				
2168671000000111	Prolymphocytic leukaemia of B-cell type	277619001	Aurum	haematological	Leukaemia	1				
2168681000000113	Chronic lymphocytic leukaemia of B-cell type	277473004	Aurum	haematological	Leukaemia	1				
2726791000006110	Erythroleukaemia	14317002	Aurum	haematological	Leukaemia	1				
2782281000006111	Acute myeloblastic leukaemia	17788007	Aurum	haematological	Leukaemia	1				
2782301000006110	Acute myeloid leukaemia, no ICD-O subtype	17788007	Aurum	haematological	Leukaemia	1				
2853511000006117	Burkitt cell leukaemia	22197008	Aurum	haematological	Leukaemia	1				
2853591000006110	Burkitt's cell leukaemia	22197008	Aurum	haematological	Leukaemia	1				
2884021000006111	Acute leukaemia	24072005	Aurum	haematological	Leukaemia	1				
2884071000006112	Undifferentiated leukaemia	24072005	Aurum	haematological	Leukaemia	1				
2965511000006118	Acute promyelocytic leukaemia	28950004	Aurum	haematological	Leukaemia	1				
2999011000006111	Acute myelomonocytic leukaemia	30962008	Aurum	haematological	Leukaemia	1				
3020041000006112	Lymphocytic leukaemia	32280000	Aurum	haematological	Leukaemia	1				
3108791000006116	Myeloid leukaemia	37810007	Aurum	haematological	Leukaemia	1				
3109051000006115	Myelomonocytic leukaemia	37810007	Aurum	haematological	Leukaemia	1				
3327891000006112	Chronic lymphocytic leukaemia	51092000	Aurum	haematological	Leukaemia	1				
3327961000006112	Chronic lymphatic leukaemia	51092000	Aurum	haematological	Leukaemia	1				
3327971000006117	Chronic lymphocytic leukaemia, B-cell type	51092000	Aurum	haematological	Leukaemia	1				
3530471000006114	Chronic myeloid leukaemia	63364005	Aurum	haematological	Leukaemia	1				
3759531000006117	Adult T-cell leukaemia/lymphoma	77430005	Aurum	haematological	Leukaemia	1				
3917101000006112	Leukaemia	87163000	Aurum	haematological	Leukaemia	1				
3992531000006111	Acute leukaemia in remission	91854005	Aurum	haematological	Leukaemia	1				
3992591000006110	Acute lymphoid leukaemia in remission	91856007	Aurum	haematological	Leukaemia	1				
3992631000006110	ALL - Acute lymphoblastic leukaemia	91857003	Aurum	haematological	Leukaemia	1				
3992691000006114	Acute myeloid leukaemia in remission	91860005	Aurum	haematological	Leukaemia	1				
3992711000006112	Acute myeloid leukaemia, disease	91861009	Aurum	haematological	Leukaemia	1				
3992761000006110	AML - Acute myeloid leukaemia	91861009	Aurum	haematological	Leukaemia	1				
4009611000006116	Chronic leukaemia in remission	92811003	Aurum	haematological	Leukaemia	1				
4009671000006113	Chronic lymphoid leukaemia in remission	92813000	Aurum	haematological	Leukaemia	1				
4009731000006118	CLL - Chronic lymphocytic leukaemia	92814006	Aurum	haematological	Leukaemia	1				
4009751000006113	Chronic myeloid leukaemia in remission	92817004	Aurum	haematological	Leukaemia	1				
4009791000006119	CML - Chronic myeloid leukaemia	92818009	Aurum	haematological	Leukaemia	1				
4009801000006118	CGL - Chronic granulocytic leukaemia	92818009	Aurum	haematological	Leukaemia	1				
4015541000006118	Leukaemia in remission	93142004	Aurum	haematological	Leukaemia	1				
4016131000006113	Lymphoid leukaemia in remission	93169003	Aurum	haematological	Leukaemia	1				
4020881000006112	M6 - Acute erythroleukaemia	93451002	Aurum	haematological	Leukaemia	1				
4052981000006119	Plasma cell leukaemia in remission	95209008	Aurum	haematological	Leukaemia	1				
4173521000006112	Acute promyelocytic leukaemia, FAB M3	110004001	Aurum	haematological	Leukaemia	1				
4173571000006113	M3 - Acute promyelocytic leukaemia	110004001	Aurum	haematological	Leukaemia	1				
4173581000006111	APML - Acute promyelocytic leukaemia	110004001	Aurum	haematological	Leukaemia	1				
4173671000006112	AMML - Acute myelomonocytic leukaemia	110005000	Aurum	haematological	Leukaemia	1				
4173721000006115	PLL - Prolymphocytic leukaemia	110006004	Aurum	haematological	Leukaemia	1				
4309731000006119	Hairy cell leukaemia (clinical)	118613001	Aurum	haematological	Leukaemia	1				
4309781000006118	HCL - Hairy cell leukaemia	118613001	Aurum	haematological	Leukaemia	1				
4416441000006119	Precursor cell lymphoblastic leukaemia	128822004	Aurum	haematological	Leukaemia	1				
4416591000006110	Lymphoblastic leukaemia	128822004	Aurum	haematological	Leukaemia	1				
4416681000006111	Acute lymphocytic leukaemia	128822004	Aurum	haematological	Leukaemia	1				
4416691000006114	Acute lymphoblastic leukaemia	128822004	Aurum	haematological	Leukaemia	1				
4417351000006114	Chronic myelomonocytic leukaemia, Type I	128831004	Aurum	haematological	Leukaemia	1				
4420051000006115	Prolymphocytic leukaemia	128923008	Aurum	haematological	Leukaemia	1				
4420081000006111	Mast cell leukaemia	128924002	Aurum	haematological	Leukaemia	1				
4420191000006110	Leukaemia (category)	128931003	Aurum	haematological	Leukaemia	1				
4420351000006118	Lymphoid leukaemia (category)	128935007	Aurum	haematological	Leukaemia	1				
4753321000006113	Granulocytic leukaemia	188732008	Aurum	haematological	Leukaemia	1				
5599801000006110	B-CLL - B-cell chronic lymphocytic leukaemia	277473004	Aurum	haematological	Leukaemia	1				
5601311000006114	Burkitt's leukaemia	277571004	Aurum	haematological	Leukaemia	1				
5601511000006115	Acute T-cell lymphoblastic leukaemia	277575008	Aurum	haematological	Leukaemia	1				
5601711000006110	Atypical chronic myeloid leukaemia	277589003	Aurum	haematological	Leukaemia	1				
6347711000006119	Acute lymphoblastic leukaemia, transitional pre-B-cell	371012000	Aurum	haematological	Leukaemia	1				
6693111000006110	Leukaemic infiltration of skin (T-cell lymphoblastic leukaemia)	404124002	Aurum	haematological	Leukaemia	1				
6840351000006115	Accelerated phase chronic myeloid leukaemia	413389003	Aurum	haematological	Leukaemia	1				
6841331000006117	Acute monocytic/monoblastic leukaemia	413442004	Aurum	haematological	Leukaemia	1				
6841351000006112	Acute myeloid leukaemia	413443009	Aurum	haematological	Leukaemia	1				
6847711000006116	Chronic eosinophilic leukaemia	413836008	Aurum	haematological	Leukaemia	1				
6847841000006112	Chronic myeloid leukaemia in myeloid blast crisis	413843002	Aurum	haematological	Leukaemia	1				
6847901000006116	Chronic phase chronic myeloid leukaemia	413847001	Aurum	haematological	Leukaemia	1				
6873251000006116	Relapsing chronic myeloid leukaemia	415287001	Aurum	haematological	Leukaemia	1				
7048071000006112	Philadelphia chromosome-positive acute lymphoblastic leukaemia	425688002	Aurum	haematological	Leukaemia	1				
7050641000006112	Acute promyelocytic leukaemia, FAB M3, in remission	425869007	Aurum	haematological	Leukaemia	1				
7076931000006113	T-cell acute lymphoblastic leukaemia in remission	427642009	Aurum	haematological	Leukaemia	1				
7118591000006115	Smouldering chronic lymphocytic leukaemia	430338009	Aurum	haematological	Leukaemia	1				
7482021000006113	History of lymphoid leukaemia	473058009	Aurum	haematological	Leukaemia	1			1	
7716791000006117	Philadelphia chromosome-negative precursor B-cell acute lymphoblastic leukaemia	714251006	Aurum	haematological	Leukaemia	1				
7815351000006116	Therapy related acute myeloid leukaemia and myelodysplastic syndrome	721306009	Aurum	haematological	Leukaemia	1				
7815381000006112	Acute leukaemia of ambiguous lineage	721308005	Aurum	haematological	Leukaemia	1				
7815401000006112	Aggressive natural killer-cell leukaemia	721310007	Aurum	haematological	Leukaemia	1				
7822651000006110	Adult T-cell leukaemia/lymphoma of skin	721762007	Aurum	haematological	Leukaemia	1				
7849031000006117	B lymphoblastic leukaemia lymphoma with t(9:22) (q34;q11.2); BCR-ABL 1	723889003	Aurum	haematological	Leukaemia	1				
7868981000006116	Chronic lymphocytic leukaemia genetic mutation variant	725437002	Aurum	haematological	Leukaemia	1				
7995641000006118	Acute lymphoid leukaemia relapse	12301000132103	Aurum	haematological	Leukaemia	1				
8020031000006118	History of chronic lymphocytic leukaemia	63581000119104	Aurum	haematological	Leukaemia	1			1	
8024121000006111	History of acute myeloid leukaemia	79081000119100	Aurum	haematological	Leukaemia	1			1	
8047741000006111	History of myeloid leukaemia	152861000119104	Aurum	haematological	Leukaemia	1			1	
12002441000006118	Acute myeloid leukaemia with NPM1 somatic mutation	763309005	Aurum	haematological	Leukaemia	1				
12702811000006117	Hairy cell leukaemia	54087003	Aurum	haematological	Leukaemia	1				
13628411000006112	Non-chronic lymphocytic leukaemia monoclonal B-cell lymphocytosis	783211008	Aurum	haematological	Leukaemia	1				
13660051000006110	Monoclonal B-cell lymphocytosis chronic lymphocytic leukaemia-type	786855003	Aurum	haematological	Leukaemia	1				
13909801000006113	B-cell prolymphocytic leukaemia in remission	788874003	Aurum	haematological	Leukaemia	1				
13937971000006110	B lymphoblastic leukaemia lymphoma with t(5;14)(q31;q32); IL3-IGH	838340006	Aurum	haematological	Leukaemia	1				
13937991000006111	B lymphoblastic leukaemia lymphoma with t(12;21) (p13;q22); TEL/AML1 (ETV6-RUNX1)	838342003	Aurum	haematological	Leukaemia	1				
13938031000006114	B lymphoblastic leukaemia lymphoma with hyperdiploidy	838346000	Aurum	haematological	Leukaemia	1				
13938181000006111	Acute myeloid leukaemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22) CBFB-MYH11	838355002	Aurum	haematological	Leukaemia	1				
13979711000006111	Relapsing acute myeloid leukaemia	12281000132104	Aurum	haematological	Leukaemia	1				
13979751000006112	Acute myeloid leukaemia relapse	12281000132104	Aurum	haematological	Leukaemia	1				
13979761000006114	Refractory acute myeloid leukaemia	12291000132102	Aurum	haematological	Leukaemia	1				
14068041000006118	History of leukaemia	161436008	Aurum	haematological	Leukaemia	1			1	
14075341000006119	Precursor B-cell acute lymphoblastic leukaemia	277572006	Aurum	haematological	Leukaemia	1				
14084821000006112	Precursor B-cell acute lymphoblastic leukaemia in remission	425941003	Aurum	haematological	Leukaemia	1				
14450071000006111	Mixed phenotype acute leukaemia with t(9;22) (q34;q11.2); BCR-ABL1	1153377008	Aurum	haematological	Leukaemia	1				
14492591000006114	History of acute lymphoid leukaemia	676112841000119101	Aurum	haematological	Leukaemia	1			1	
313621000006115	[M]Naegeli-type monocytic leukaemia	63364005	Aurum	haematological	Leukaemia	1				
476225016	Erythroleukemia, FAB M6	93451002	Aurum	haematological	Leukaemia	1				
2168661000000116	Prolymphocytic leukemia of T-cell type	277567002	Aurum	haematological	Leukaemia	1				
2782201000006119	Acute myelogenous leukemia	17788007	Aurum	haematological	Leukaemia	1				
2782211000006116	Acute myeloblastic leukemia	17788007	Aurum	haematological	Leukaemia	1				
2884031000006114	Acute leukemia	24072005	Aurum	haematological	Leukaemia	1				
2965521000006114	Acute promyelocytic leukemia	28950004	Aurum	haematological	Leukaemia	1				
3019871000006112	Lymphocytic leukemia	32280000	Aurum	haematological	Leukaemia	1				
3108801000006115	Myeloid leukemia	37810007	Aurum	haematological	Leukaemia	1				
3108831000006111	Myelomonocytic leukemia	37810007	Aurum	haematological	Leukaemia	1				
3327901000006111	Chronic lymphocytic leukemia	51092000	Aurum	haematological	Leukaemia	1				
3327911000006114	Chronic lymphoid leukemia	51092000	Aurum	haematological	Leukaemia	1				
3327921000006118	Chronic lymphatic leukemia	51092000	Aurum	haematological	Leukaemia	1				
3377341000006113	Hairy cell leukemia	54087003	Aurum	haematological	Leukaemia	1				
3530481000006112	Chronic myeloid leukemia	63364005	Aurum	haematological	Leukaemia	1				
3530501000006119	Chronic myelogenous leukemia	63364005	Aurum	haematological	Leukaemia	1				
3530511000006116	Chronic myelocytic leukemia	63364005	Aurum	haematological	Leukaemia	1				
3992541000006118	Acute leukemia in remission	91854005	Aurum	haematological	Leukaemia	1				
3992741000006111	AML - Acute myeloid leukemia	91861009	Aurum	haematological	Leukaemia	1				
4009741000006111	CLL - Chronic lymphocytic leukemia	92814006	Aurum	haematological	Leukaemia	1				
4009781000006117	Chronic myeloid leukemia	92818009	Aurum	haematological	Leukaemia	1				
4009821000006111	CML - Chronic myeloid leukemia	92818009	Aurum	haematological	Leukaemia	1				
4015571000006114	Leukemia	93143009	Aurum	haematological	Leukaemia	1				
4173611000006115	APML - Acute promyelocytic leukemia	110004001	Aurum	haematological	Leukaemia	1				
4173681000006110	M4 - Acute myelomonocytic leukemia	110005000	Aurum	haematological	Leukaemia	1				
4309801000006119	HCL - Hairy cell leukemia	118613001	Aurum	haematological	Leukaemia	1				
4309821000006112	Hairy cell leukemia	118613001	Aurum	haematological	Leukaemia	1				
4416411000006118	Prolymphocytic leukemia, T-cell type	128821006	Aurum	haematological	Leukaemia	1				
4416471000006110	Lymphoblastic leukemia	128822004	Aurum	haematological	Leukaemia	1				
4416511000006117	Acute lymphocytic leukemia	128822004	Aurum	haematological	Leukaemia	1				
4416551000006116	Acute lymphoblastic leukemia	128822004	Aurum	haematological	Leukaemia	1				
4417331000006119	Chronic myelomonocytic leukemia	128831004	Aurum	haematological	Leukaemia	1				
4420201000006113	Leukemia (category)	128931003	Aurum	haematological	Leukaemia	1				
4753211000006114	Lymphoid leukemia	188725004	Aurum	haematological	Leukaemia	1				
5599811000006113	B-cell chronic lymphocytic leukemia	277473004	Aurum	haematological	Leukaemia	1				
5601261000006119	LGLL - Large granular lymphocytic leukemia	277569004	Aurum	haematological	Leukaemia	1				
6585631000006115	T-lymphoblastic lymphoma/leukemia	397348006	Aurum	haematological	Leukaemia	1				
6841361000006114	Acute myeloid leukemia	413443009	Aurum	haematological	Leukaemia	1				
6962281000006116	Precursor T cell lymphoblastic leukemia/lymphoblastic lymphoma	420890002	Aurum	haematological	Leukaemia	1				
7048121000006112	Philadelphia chromosome-positive acute lymphoblastic leukemia	425688002	Aurum	haematological	Leukaemia	1				
7561021000006113	Core binding factor acute myeloid leukemia	702446006	Aurum	haematological	Leukaemia	1				
7995651000006116	Acute lymphoid leukemia relapse	12301000132103	Aurum	haematological	Leukaemia	1				
11908671000006118	Plasma cell leukemia	128922003	Aurum	haematological	Leukaemia	1				
289756017	LRE - Leukaemic reticuloendotheliosis	118613001	Aurum	haematological	Leukaemia	1				
289769018	Leukaemic reticuloendotheliosis of spleen	93151007	Aurum	haematological	Leukaemia	1				
289773015	Leukaemic reticuloendotheliosis NOS	118613001	Aurum	haematological	Leukaemia	1				
510217015	Leukaemic reticuloendotheliosis of intrapelvic lymph nodes	93145002	Aurum	haematological	Leukaemia	1				
311051000006116	[M]Leukaemic reticuloendotheliosis	54087003	Aurum	haematological	Leukaemia	1				
744991000006119	Leukaemic reticuloendotheliosis of lymph nodes of multiple sites	93150008	Aurum	haematological	Leukaemia	1				
745001000006114	Leukaemic reticuloendotheliosis	118613001	Aurum	haematological	Leukaemia	1				
746301000006117	Leukaemic reticuloendotheliosis of intra-abdominal lymph nodes	93144003	Aurum	haematological	Leukaemia	1				
746311000006119	Leukaemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb	188649008	Aurum	haematological	Leukaemia	1				
747131000006114	Leukaemic reticuloendotheliosis of lymph nodes of axilla and upper limb	188648000	Aurum	haematological	Leukaemia	1				
6693661000006115	Leukaemic infiltration of skin	404156009	Aurum	haematological	Leukaemia	1				
7328231000006118	Leukaemic infiltration	446688004	Aurum	haematological	Leukaemia	1				
14080771000006111	T-cell leukaemic infiltration of skin	402879006	Aurum	haematological	Leukaemia	1				
1216381019	[V] Follow-up examination after chemotherapy for leukaemia	183651009	Aurum	haematological	Leukaemia	1				
